idx,kind,digits,instance_text,correct_nl,correct_code,correct_code_exec,s_concept_true_given_nl,s_concept_true_given_code,concept_top1_correct_nl,concept_top1_correct_code,pred_letter_nl,pred_letter_code,has_code_fence
99,knap,16,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [20, 15, 31, 21, 19, 10, 5, 25, 1, 32, 15, 4, 3, 26, 6, 32]
V = [44, 60, 48, 41, 27, 6, 3, 27, 43, 41, 30, 60, 44, 43, 21, 20]
C = 132",0,0,1,0.21173753656113395,0.03856867159064093,1,0,H,D,1
100,ilp_partition,8,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [23, 24, 13, 7, 5, 12, 3, 1]",0,0,1,0.022982982119714453,0.19638974447555563,0,0,H,D,1
101,ilp_partition,32,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [19, 73, 25, 45, 33, 41, 84, 46, 21, 55, 21, 18, 65, 39, 85, 67, 20, 21, 37, 21, 40, 43, 16, 68]",1,1,0,0.07214949555913074,0.03861665433955127,0,0,H,A,1
102,mul,2,Compute: 86 * 22,0,0,1,0.08312563558760082,0.0329902126247887,0,0,A,A,1
103,mul,2,Compute: 40 * 38,1,1,1,0.06632969544309324,0.03057408374890962,0,0,I,D,1
104,mul,32,Compute: 62537068349081325526119791560128 * 80074459825178994453669022697562,0,0,0,0.06988339335202842,0.20839925523932587,0,0,A,D,1
105,lcs,8,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""dbbacdba""
T = ""cccbdbaac""",0,0,1,0.5041147019106567,0.073431123149584,1,0,G,C,1
106,mul,2,Compute: 55 * 70,1,1,1,0.2517602966266085,0.10339577803183038,1,0,C,F,1
107,add,2,Compute: 87 + 28,1,1,1,0.3799267534950757,0.20841794990514906,1,0,A,F,1
108,knap,2,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [4, 1, 4]
V = [6, 5, 3]
C = 4",0,0,1,0.056599590962131054,0.015308220784597214,0,0,I,A,1
109,add,2,Compute: 18 + 34,1,1,1,0.023743676447393017,0.09383166821318417,0,0,B,C,1
110,rod,16,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [18, 43, 26, 9, 27, 30, 26, 44, 19, 16, 43, 20, 48, 13, 46, 3]",0,0,1,0.14921648357778428,0.0249348090687801,0,0,C,H,1
111,add,16,Compute: 4678531439802976 + 6464191173820002,1,1,1,0.5465561600130432,0.043669218322316926,1,0,A,C,1
112,ilp_assign,4,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[10, 10, 2, 4], [12, 5, 7, 3], [9, 8, 12, 5], [6, 11, 3, 11]]",0,1,1,0.2068173925489989,0.08133724060432077,1,0,D,I,1
113,sub,4,Compute: 4902 - 3785,1,1,1,0.20830132574582325,0.38599183924528896,0,1,A,B,1
114,ilp_partition,4,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [8, 5, 1, 7]",0,0,1,0.0797471517873056,0.04294126703424864,0,0,H,C,1
115,mul,8,Compute: 85971804 * 16581820,0,0,1,0.07629798034832343,0.7250287499828911,0,1,B,C,1
116,sub,2,Compute: 99 - 20,1,1,1,0.015436444135058196,0.43423867473439204,0,1,E,B,1
117,sub,32,Compute: 71719866154130818657093156541736 - 47408747368085597402766024647460,0,0,1,0.016464436664374936,0.05806769401923616,0,0,A,A,1
118,mul,4,Compute: 3694 * 4739,0,0,1,0.03627545007663984,0.392512062961179,0,1,A,C,1
119,knap,2,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [3, 1, 2]
V = [7, 10, 7]
C = 3",0,0,1,0.14079782343145564,0.030252207748104512,0,0,C,D,1
120,knap,8,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [14, 1, 6, 4, 12, 14, 8, 9]
V = [26, 23, 10, 6, 21, 14, 3, 26]
C = 34",0,0,1,0.027427908270541174,0.08353047305473024,0,0,A,A,1
121,lcs,8,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""cbdaaabc""
T = ""baabbabbb""",0,0,1,0.042229475780143653,0.23158017212019483,0,1,B,G,1
122,mul,32,Compute: 82541913939247601774318893004941 * 47768077260533627218156171632393,0,0,0,0.10225971483514963,0.04157898355977877,0,0,E,I,1
123,knap,16,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [29, 12, 29, 27, 7, 27, 9, 2, 13, 14, 10, 16, 30, 24, 12, 15]
V = [53, 50, 42, 25, 53, 13, 25, 48, 33, 50, 1, 27, 7, 61, 44, 40]
C = 138",0,0,1,0.10506767558182607,0.035712916802852976,0,0,A,F,1
124,sub,4,Compute: 6378 - 4974,1,1,1,0.3556583499059395,0.026118616153390853,1,0,B,A,1
125,rod,8,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [19, 15, 13, 14, 22, 16, 7, 9]",0,0,1,0.405347157821537,0.16995058737323662,1,0,I,G,1
126,rod,16,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [20, 38, 7, 26, 21, 35, 34, 2, 19, 12, 3, 33, 1, 36, 23, 19]",0,0,1,0.038660334804413304,0.05834346167680744,0,0,H,D,1
127,ilp_partition,16,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [23, 32, 31, 20, 30, 18, 35, 13, 33, 33, 12, 14, 22, 4, 14, 41]",1,1,1,0.2385353048418024,0.08876923522176369,1,0,E,A,1
128,knap,2,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [1, 4, 3]
V = [8, 4, 6]
C = 4",1,1,1,0.3786452724675446,0.2451400833722562,1,1,H,H,1
129,mul,8,Compute: 72221509 * 89651026,0,0,1,0.05556001851164159,0.36315720365014725,0,1,A,C,1
130,ilp_assign,8,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[10, 9, 22, 11, 14, 14, 5], [21, 22, 20, 23, 17, 21, 4], [20, 14, 15, 12, 10, 19, 16], [4, 15, 23, 14, 4, 14, 4], [10, 15, 9, 6, 13, 20, 5], [19, 14, 7, 5, 6, 17, 3], [8, 7, 12, 10, 10, 15, 16]]",0,0,1,0.13812111533320795,0.10685161430584121,0,0,B,H,1
131,sub,16,Compute: 8296700900266109 - 6170473195019302,0,1,1,0.12318407966858802,0.2189868472629532,0,0,E,I,1
132,knap,8,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [6, 7, 8, 8, 1, 2, 15, 16]
V = [22, 10, 5, 4, 4, 4, 15, 26]
C = 31",0,0,1,0.007059067907881453,0.015357640270215842,0,0,B,D,1
133,ilp_partition,16,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [20, 38, 42, 5, 29, 2, 15, 45, 30, 10, 45, 11, 24, 36, 48, 30]",0,0,1,0.04767803413103061,0.034554602784686916,0,0,I,D,1
134,add,2,Compute: 49 + 22,1,1,1,0.07792544916482559,0.9620959198563701,0,1,D,A,1
135,add,2,Compute: 42 + 78,1,1,1,0.020667605360943864,0.29289217495944975,0,0,F,I,1
136,lcs,2,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""cb""
T = ""c""",1,1,1,0.007934176481955095,0.13367203852630372,0,0,F,F,1
137,mul,2,Compute: 11 * 68,1,1,1,0.03224683511592831,0.02189705179813343,0,0,A,A,1
138,rod,32,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 32
P = [50, 52, 45, 71, 76, 64, 61, 48, 2, 94, 6, 84, 77, 60, 2, 63, 56, 4, 21, 61, 80, 81, 96, 90, 13, 34, 78, 17, 92, 22, 17, 48]",0,0,0,0.1188721196333066,0.26473129268992285,0,1,B,I,1
139,rod,32,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 32
P = [80, 65, 27, 50, 4, 67, 64, 90, 34, 83, 12, 24, 36, 70, 93, 72, 15, 72, 75, 62, 66, 27, 42, 25, 50, 72, 81, 20, 42, 72, 60, 7]",0,0,1,0.11139395476751957,0.03722744239616844,0,0,F,F,1
140,ilp_assign,16,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[14, 21, 2, 32, 30, 45, 23], [33, 14, 11, 21, 35, 32, 33], [38, 47, 32, 22, 13, 2, 4], [15, 30, 25, 42, 26, 8, 7], [12, 22, 17, 7, 11, 5, 38], [1, 25, 28, 36, 13, 8, 3], [24, 35, 1, 5, 1, 14, 8]]",0,0,1,0.08217780536686504,0.03333376321195638,0,0,A,A,1
141,knap,4,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [7, 3, 4, 3]
V = [6, 8, 10, 1]
C = 8",0,1,1,0.1486624591552603,0.19696805560268596,0,0,A,B,1
142,mul,16,Compute: 9387794779052720 * 8260296368356570,0,0,1,0.0451968633341913,0.02030230216070572,0,0,A,E,1
143,ilp_prod,4,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [5, 12, 7]
consumption (rows=resources) = [[2, 1, 2], [4, 2, 2], [1, 3, 4]]
capacity = [10, 12, 9]
upper_bounds = [3, 3, 3]",0,0,0,0.013643231066128964,0.12481076481003657,0,0,C,H,1
144,add,4,Compute: 6931 + 2947,1,1,1,0.14366648195134496,0.02614141452746871,0,0,D,B,1
145,ilp_assign,4,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[1, 3, 11, 6], [12, 6, 4, 11], [2, 9, 8, 3], [11, 5, 6, 4]]",0,0,1,0.11114420320390869,0.0195288730267961,0,0,F,H,1
146,lcs,32,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""abaabccbbbdbcdacdcbabbbbbcbbcabc""
T = ""dacdddddcdabdbaaaadbbccbcadddcdd""",0,0,1,0.23835506983811042,0.18178417318919698,1,0,G,H,1
147,ilp_partition,32,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [44, 32, 27, 10, 69, 92, 3, 88, 93, 80, 38, 29, 36, 4, 82, 13, 88, 96, 51, 42, 9, 57, 77, 21]",0,1,1,0.1602908927639457,0.3436483838869374,0,1,F,E,1
148,ilp_assign,16,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[3, 24, 7, 35, 7, 14, 22], [32, 22, 1, 10, 14, 20, 35], [36, 24, 33, 44, 17, 8, 24], [1, 47, 30, 36, 17, 42, 5], [19, 46, 8, 24, 30, 1, 5], [28, 47, 11, 1, 45, 44, 22], [30, 31, 36, 43, 43, 17, 12]]",0,0,1,0.06737115047338745,0.12940440343886556,0,0,G,E,1
149,mul,4,Compute: 3898 * 6319,0,0,1,0.18139340794031852,0.0531617972514065,0,0,A,A,1
150,mul,4,Compute: 3644 * 3778,0,0,1,0.016328511335738607,0.21048986941419395,0,0,I,H,1
151,sub,16,Compute: 3748919686330189 - 2455694280252317,1,1,1,0.07041354479396056,0.060595103311182376,0,0,D,F,1
152,mul,2,Compute: 52 * 30,1,1,1,0.4279397904785833,0.034649451641120384,1,0,C,H,1
153,lcs,16,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""ddaccadccbbabcca""
T = ""dddcbdbacbcccad""",0,0,1,0.017686999369375702,0.004317013635789146,0,0,B,E,1
154,add,16,Compute: 8493082811625480 + 8062703769992091,1,1,1,0.1670642046736601,0.20018570096579263,0,0,B,H,1
155,lcs,8,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""acbccbdc""
T = ""dccbaccb""",0,1,1,0.03369264353274093,0.03314693229582931,0,0,H,H,1
156,rod,8,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [10, 5, 9, 18, 19, 22, 24, 2]",0,0,1,0.09753631752970272,0.24257552548532374,0,0,G,F,1
157,ilp_partition,8,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [22, 5, 6, 13, 6, 7, 14, 24]",1,1,0,0.10418720115790275,0.022954828354887793,0,0,D,A,1
158,add,4,Compute: 4668 + 3037,1,1,1,0.5165036224407811,0.1986877363324661,1,1,A,A,1
159,ilp_prod,32,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [81, 53, 70, 22, 3, 39]
consumption (rows=resources) = [[21, 5, 2, 5, 12, 23], [30, 25, 1, 12, 16, 29], [24, 7, 30, 26, 28, 31], [15, 12, 16, 26, 19, 5]]
capacity = [104, 64, 103, 110]
upper_bounds = [3, 3, 3, 3, 3, 3]",0,0,0,0.21513665329406226,0.07804630412431982,0,0,B,I,1
160,ilp_assign,16,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[16, 18, 32, 16, 5, 12, 8], [28, 31, 43, 25, 31, 45, 8], [38, 27, 19, 17, 4, 13, 44], [15, 19, 37, 38, 38, 21, 29], [18, 29, 8, 27, 19, 6, 18], [4, 33, 16, 24, 40, 1, 25], [47, 48, 29, 14, 24, 17, 45]]",0,0,1,0.13818416670384848,0.1247644224825582,0,0,C,F,1
161,knap,16,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [23, 10, 10, 22, 11, 25, 23, 23, 21, 26, 11, 29, 25, 9, 30, 22]
V = [24, 7, 5, 58, 34, 31, 16, 2, 61, 64, 30, 31, 17, 25, 37, 7]
C = 160",0,0,1,0.10814392774527787,0.011929914639312048,0,0,I,A,1
162,ilp_partition,32,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [9, 48, 31, 68, 37, 19, 95, 40, 36, 91, 76, 6, 64, 68, 14, 29, 62, 27, 20, 16, 1, 74, 22, 79]",0,0,1,0.12891134786261052,0.3262561999872277,0,1,F,E,1
163,sub,2,Compute: 29 - 14,1,1,1,0.030091727473349622,0.019644820742772972,0,0,E,I,1
164,knap,16,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [1, 4, 26, 27, 21, 17, 29, 23, 8, 22, 25, 13, 13, 24, 1, 24]
V = [45, 26, 32, 45, 20, 49, 12, 52, 63, 25, 51, 64, 53, 36, 6, 23]
C = 139",0,0,1,0.22094280637411662,0.021323478250033574,0,0,A,F,1
165,ilp_prod,8,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [15, 18, 6, 5]
consumption (rows=resources) = [[7, 4, 3, 4], [5, 6, 8, 8], [7, 4, 8, 6], [2, 4, 8, 5]]
capacity = [19, 16, 17, 18]
upper_bounds = [3, 3, 3, 3]",0,0,1,0.01534252898894464,0.09135841158377477,0,0,I,G,1
166,rod,16,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [43, 5, 35, 38, 16, 11, 22, 46, 39, 24, 38, 38, 39, 45, 1, 28]",0,0,1,0.05092914804629998,0.046155578663287275,0,0,F,A,1
167,ilp_assign,8,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[12, 20, 15, 6, 19, 14, 10], [7, 18, 22, 9, 12, 21, 20], [11, 13, 20, 20, 23, 23, 19], [14, 24, 4, 13, 7, 2, 23], [7, 16, 22, 24, 11, 17, 8], [18, 24, 8, 16, 23, 24, 16], [8, 4, 5, 5, 24, 9, 11]]",0,0,1,0.09407041135875911,0.04163891796103552,0,0,I,I,1
168,mul,8,Compute: 74102489 * 35868846,0,0,1,0.027080989111922936,0.023609859030694673,0,0,I,G,1
169,knap,32,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [22, 9, 20, 4, 39, 36, 16, 47, 17, 6, 29, 56, 6, 37, 57, 60, 15, 63, 49, 12, 56, 44, 4, 1, 62, 56, 57, 38, 47, 36, 60, 21]
V = [99, 57, 28, 36, 104, 3, 98, 101, 44, 29, 24, 29, 59, 26, 55, 77, 99, 11, 88, 83, 21, 82, 100, 92, 52, 35, 37, 112, 97, 85, 38, 40]
C = 541",0,0,1,0.09898064779207377,0.19490448278895503,0,0,A,C,1
170,knap,32,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [40, 11, 55, 51, 45, 5, 18, 28, 34, 20, 25, 12, 10, 7, 7, 27, 16, 25, 27, 19, 6, 33, 12, 36, 25, 43, 53, 22, 37, 20, 10, 54]
V = [62, 6, 70, 128, 45, 35, 124, 29, 25, 14, 86, 84, 77, 25, 33, 2, 92, 101, 123, 41, 114, 62, 97, 45, 59, 49, 73, 91, 61, 2, 19, 97]
C = 416",0,0,1,0.2937353141936623,0.011591951394653077,1,0,H,D,1
171,rod,16,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [33, 37, 27, 11, 45, 26, 5, 18, 15, 10, 43, 14, 46, 30, 12, 32]",0,0,1,0.05741566503708797,0.3245600901673399,0,1,F,I,1
172,mul,2,Compute: 40 * 71,1,1,1,0.06436733032786654,0.026478480333456303,0,0,E,A,1
173,ilp_prod,4,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [11, 6, 5]
consumption (rows=resources) = [[1, 3, 4], [3, 4, 1], [3, 4, 4]]
capacity = [16, 10, 16]
upper_bounds = [3, 3, 4]",0,0,0,0.33900938287061894,0.48704831033918766,1,1,F,F,1
174,ilp_assign,32,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[60, 28, 61, 30, 7, 44, 20], [12, 85, 14, 96, 77, 1, 30], [21, 65, 44, 85, 9, 18, 27], [8, 35, 37, 78, 61, 52, 4], [72, 27, 14, 55, 64, 72, 29], [26, 33, 55, 22, 7, 36, 64], [89, 6, 54, 24, 57, 53, 4]]",0,0,1,0.07024380773728141,0.349050706462731,0,1,G,D,1
175,add,16,Compute: 9949915780126618 + 4081027408176218,0,1,1,0.4282947976414209,0.05791436986546839,1,0,A,D,1
176,lcs,8,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""bdabdddd""
T = ""dacbbcad""",1,0,1,0.18206237564431008,0.2058764470551168,0,0,A,E,1
177,sub,4,Compute: 5519 - 5134,1,1,1,0.14572455790993352,0.09825933691195851,0,0,A,A,1
178,ilp_prod,8,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [7, 3, 22, 4]
consumption (rows=resources) = [[5, 4, 2, 5], [5, 8, 8, 4], [5, 7, 8, 5], [8, 4, 7, 2]]
capacity = [29, 28, 22, 19]
upper_bounds = [3, 3, 3, 4]",0,0,1,0.14879075631825364,0.027706398693011065,0,0,I,C,1
179,rod,2,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 2
P = [6, 1]",0,0,0,0.18727029870986994,0.530806643776345,0,1,C,I,1
180,mul,8,Compute: 98356667 * 12921103,0,0,1,0.03349211497423963,0.3522409757142063,0,1,G,C,1
181,add,32,Compute: 18002891103419739279064419071247 + 66566388877273237825683928357877,0,0,1,0.10222912366246348,0.23563371808988898,0,0,G,D,1
182,knap,16,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [19, 26, 13, 2, 5, 30, 24, 14, 26, 28, 3, 6, 24, 13, 14, 24]
V = [60, 29, 64, 10, 25, 48, 47, 50, 57, 31, 20, 13, 50, 55, 40, 46]
C = 135",0,0,1,0.023949207432153785,0.06589245390414569,0,0,C,A,1
183,mul,8,Compute: 30010790 * 90286410,0,0,1,0.015872979665139158,0.016671900474612773,0,0,A,A,1
184,knap,8,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [1, 10, 15, 9, 7, 5, 11, 10]
V = [9, 12, 21, 26, 19, 23, 29, 31]
C = 34",0,0,1,0.06117929678284708,0.08276996599002921,0,0,E,G,1
185,mul,2,Compute: 34 * 99,1,1,1,0.15604610098116428,0.19282092780471163,0,0,A,F,1
186,ilp_partition,4,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [4, 8, 12, 11]",0,0,1,0.06492824820494035,0.02824111684091422,0,0,I,A,1
187,ilp_partition,32,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [80, 52, 73, 82, 52, 5, 5, 1, 75, 50, 77, 93, 19, 27, 67, 39, 15, 73, 94, 31, 47, 93, 8, 90]",0,0,0,0.18155781917374228,0.06700263288605254,0,0,F,A,1
188,rod,2,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 2
P = [2, 1]",0,0,0,0.18347076068467194,0.2492424286869214,0,0,A,H,1
189,lcs,2,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""bb""
T = ""cc""",1,0,1,0.024637530830643253,0.3725665497809146,0,1,I,G,1
190,ilp_partition,4,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [10, 12, 10, 2]",0,0,1,0.10955406943024167,0.20460954622428365,0,0,D,A,1
191,rod,8,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [21, 19, 20, 5, 19, 23, 5, 23]",0,0,0,0.36928615129348796,0.04822672518962458,1,0,I,B,1
192,sub,8,Compute: 92290984 - 46246115,1,0,1,0.22020249504128647,0.028647119968862638,0,0,I,G,1
193,mul,16,Compute: 5571581027665419 * 9335381238790923,0,0,1,0.004187203113172862,0.08506230635757979,0,0,A,A,1
194,ilp_partition,2,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [1, 6, 6, 2]",0,1,0,0.14266611713892263,0.07473289757659761,0,0,H,A,1
195,ilp_partition,8,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [3, 1, 10, 7, 18, 17, 22, 1]",1,1,1,0.05497813806254975,0.04643138131764669,0,0,B,I,1
196,rod,16,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [40, 26, 7, 45, 35, 3, 39, 5, 7, 19, 22, 36, 23, 35, 6, 27]",0,0,1,0.2529540343708671,0.04232807249406736,0,0,E,G,1
197,sub,2,Compute: 83 - 25,1,1,1,0.022715119773255698,0.05135385287418753,0,0,C,A,1
198,sub,16,Compute: 6545818454573975 - 6152926018306005,0,1,1,0.10354716791068033,0.1812936632846109,0,0,H,I,1
199,ilp_partition,8,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [21, 10, 17, 4, 3, 24, 15, 14]",0,0,0,0.13072117034611525,0.07942571989354084,0,0,F,H,1
200,ilp_assign,4,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[3, 9, 3, 8], [4, 2, 12, 9], [5, 12, 2, 1], [7, 12, 2, 7]]",0,0,1,0.3097148726986921,0.08273647973525942,1,0,D,B,1
201,add,4,Compute: 2568 + 2312,0,1,1,0.25878069675347487,0.5461073311474259,0,1,D,A,1
202,knap,16,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [13, 31, 23, 23, 32, 27, 12, 7, 27, 31, 5, 13, 17, 27, 14, 8]
V = [56, 29, 59, 29, 33, 3, 39, 53, 50, 45, 40, 1, 30, 34, 52, 28]
C = 155",0,0,1,0.07981194907651055,0.13927013703897617,0,0,E,D,1
203,ilp_prod,32,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [71, 73, 40, 14, 53, 89]
consumption (rows=resources) = [[9, 22, 27, 16, 23, 25], [5, 1, 7, 28, 9, 31], [17, 26, 30, 11, 16, 21], [21, 9, 23, 6, 31, 4]]
capacity = [126, 128, 80, 102]
upper_bounds = [4, 3, 3, 4, 3, 3]",0,0,0,0.07963694957126105,0.04819586298031667,0,0,H,C,1
204,rod,8,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [14, 12, 8, 4, 14, 24, 16, 24]",0,0,1,0.17281624383381003,0.33920101152011095,0,0,G,B,1
205,ilp_partition,8,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [24, 23, 1, 5, 2, 6, 18, 9]",0,0,1,0.04206300106185265,0.10299519417631246,0,0,C,I,1
206,add,16,Compute: 3290758218171243 + 4030531289028150,0,0,1,0.14427136429969958,0.6213049757698516,0,1,B,A,1
207,lcs,2,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""dd""
T = ""dad""",0,1,1,0.0739861702693389,0.1036518712361109,0,0,I,F,1
208,mul,32,Compute: 20899029464049227788497855813857 * 34749800788002837007857474114638,0,0,0,0.16442156697403698,0.06422861549292999,0,0,A,B,1
209,ilp_prod,8,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [4, 6, 7, 15]
consumption (rows=resources) = [[5, 1, 8, 2], [4, 1, 4, 3], [1, 8, 5, 5], [3, 7, 6, 2]]
capacity = [21, 19, 20, 31]
upper_bounds = [4, 3, 3, 4]",0,0,1,0.01649667610773227,0.12171001511617087,0,0,A,H,1
210,add,2,Compute: 46 + 27,1,1,1,0.024787912804038643,0.5300386937509817,0,1,D,A,1
211,ilp_assign,16,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[37, 26, 20, 33, 3, 3, 1], [24, 8, 12, 47, 43, 43, 18], [1, 17, 3, 27, 27, 1, 5], [28, 34, 18, 13, 43, 16, 20], [8, 5, 24, 26, 34, 4, 23], [15, 19, 43, 25, 1, 30, 38], [21, 47, 9, 7, 46, 2, 25]]",0,0,1,0.04891535009529394,0.060923432562177034,0,0,H,G,1
212,lcs,16,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""dbdabcbcbacdaaac""
T = ""cdddccdbadbdccc""",0,0,1,0.7160242638490018,0.521643792123833,1,1,G,G,1
213,ilp_partition,16,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [35, 32, 6, 47, 45, 6, 18, 9, 20, 35, 8, 4, 18, 47, 5, 11]",0,0,1,0.05232109043606358,0.10102828201681467,0,0,H,C,1
214,mul,16,Compute: 4471530914820443 * 1865693327034152,0,0,0,0.02085677173109274,0.0741140881095724,0,0,A,A,1
215,sub,32,Compute: 76130707580873471522506019378056 - 38940452130469910182038498458628,0,1,1,0.07619354190969883,0.34128437975022335,0,1,H,B,1
