model,kind,digit,index_in_kind,request_id,rlm_code_correct,rlm_nl_correct
Claude Haiku 4.5,gcp,0,2,6d33c5eabd3825c17d3d5feb1ebe5310c548466cd81567792afc771bed10d428,True,True
Claude Haiku 4.5,gcp,0,7,c5467ee03ac65fc5f861262b6950368b994f2d036304be0832be5387e01d4c3b,True,True
Claude Haiku 4.5,gcp,0,5,ae44c5f18643cbbfc08ac6f1bb06e183cca46e135a66903fd601346f31b6c626,False,False
Claude Haiku 4.5,gcp,0,6,0d3a125ebd547b7abfcdf582870d78bc8aca7b2421254e639b3e85859314f04a,False,False
Claude Haiku 4.5,gcp,0,11,71a13eb6468ba3d1a27805b37d61b93e38e69411a6bf1a19d9a4fa3aa5c4517e,True,True
Claude Haiku 4.5,gcp,0,9,bc9c4828a4ae9d2d0a49030665f6d9a6936cf94645e05b6d1cb4261cba9bc0c0,True,True
Claude Haiku 4.5,gcp,0,12,4b8468ca2b38509bef0ce42adb3f792972bdba91d20c03ca6eac45a94e22edf5,True,True
Claude Haiku 4.5,gcp,0,10,1a0fba9c89ff32dd3571ba8a9f4b5de4167e1d1e8b6c3fed4f6af16509f00983,True,True
Claude Haiku 4.5,gcp,0,13,fb89af164c29842f2998b6047f1ad11fde01dd7ee202f28da46aba2cdd2cb934,True,True
Claude Haiku 4.5,gcp_d,0,3,ac5259b02e688276fb9badc68797debe2e177735a267d8d3c8ab693eae93eb1d,True,True
Claude Haiku 4.5,gcp,0,15,71f948ad1661397ec6b6a2a292651fea304e6a5c73162d327542741026d61fd3,True,True
Claude Haiku 4.5,gcp_d,0,1,fd7606782b72d977c3ad55eb6e05362567746c5c5dc28071e2924bd967bd587b,True,True
Claude Haiku 4.5,gcp_d,0,4,3a8ee65d07ee0c8b800813aad5af614e58c3fe8dc7fbb8de443a72f2667ef061,True,True
Claude Haiku 4.5,gcp_d,0,5,ee057bbe21ead12f38205bf5857a9b5427ca60b719c0bb247ea3f99f1a57568d,True,True
Claude Haiku 4.5,gcp_d,0,2,04673b6741f27165d02c3244d2a4e926e4cd35257062580d2955b9dd40ed0bae,True,True
Claude Haiku 4.5,gcp,0,14,2360c13604118b78ce8cc272cdb4c3b7ba960070b70eb2c4e502f5fc81aba631,True,True
Claude Haiku 4.5,gcp_d,0,6,e1a8bf063766dbea7bddcfb7ff64e448701b72c3000afc9aecad372192e220f6,True,True
Claude Haiku 4.5,find_maximum_subarray_kadane,64,21,5c1072706d57a0655576be7319c426d6fe447b40edf278a9cf23df66cc00f0d9,False,False
Claude Haiku 4.5,gcp_d,0,9,8cff2a1de28af4fcee6a07df123dfb0a97c6d1e5f3e65d6cf6a548376467ec9e,True,True
Claude Haiku 4.5,gcp_d,0,8,5010d8ef174cba178dc8f65cf552e007ba2c35c9723d167fa1b53b1365b5dda5,True,True
Claude Haiku 4.5,gcp_d,0,7,0e5a28b9cd00164988570c946f15a398a7e010536bb0a1a393e9656a1d8b3aed,True,True
Claude Haiku 4.5,gcp_d,0,10,6247838e254419464ac125c404e6c3b1f8aa289e5656bbcc13acae7796546408,True,True
Claude Haiku 4.5,gcp_d,0,12,4ff4d78059d69d10b24766afbf6c35115066d60f2c35113634f2582f8907c12f,True,True
Claude Haiku 4.5,gcp_d,0,11,14b6c3ffc981c38bc0f0cd033351530d13375f2c541d40a5b7bb46ef66283f02,True,True
Claude Haiku 4.5,gcp_d,0,14,c5516d775dde6865fd8f619c26c327a65d2463f34215d7f55e49f18d2302e347,True,True
Claude Haiku 4.5,gcp_d,0,13,5d1f77c66d7d1bf7eee39e0d3601ea940c389bacad8e738ca77c10fc2c73af18,True,True
Claude Haiku 4.5,graham_scan,10,5,96fd800abf65fcd9d908b7fac202295b2e64fd63d0a38aaec3a44891f49ddb91,False,False
Claude Haiku 4.5,graham_scan,5,2,4651a6b6840588053268e7fbc68c10e9028596a8321a266ea3f6cbd3e027a8f9,False,False
Claude Haiku 4.5,graham_scan,20,9,7348bb0b32c9516746354456599a76f136389758a24b783f089424eeda555e0b,False,False
Claude Haiku 4.5,graham_scan,19,8,627587c0ab016e4251dc85c82a04838b3e62133a653a1640343689e8ec5d44f9,False,False
Claude Haiku 4.5,graham_scan,11,6,fdf5f7c66a6512f5837ca71e12b02d975dcb3ffc56858b860c662ad650a18624,False,False
Claude Haiku 4.5,graham_scan,4,1,fa611bc773841611c1b9165ab382726935076c1d5407a41159c8ef15f0ddce7e,False,False
Claude Haiku 4.5,graham_scan,14,7,782c108613f73ffebdf13669329ced8a8e6596d46d194607ecf23ecca2b82796,False,False
Claude Haiku 4.5,graham_scan,9,4,88a3ddfeafcc4d4b1e8c8f20b5b82f1a7d6edd214b80f3501bb437191b7abf11,False,False
Claude Haiku 4.5,graham_scan,25,11,03b1e290a5f1cd4b421b527e3d78fbb56a34cd6c4378b20cb556f317b6e3f02f,False,False
Claude Haiku 4.5,graham_scan,23,10,b7af135cb7901f06f6c9c90f59d30433c7d95d37e68a31642836cd7ca85a446f,False,False
Claude Haiku 4.5,graham_scan,29,14,d99caeef3e1ca94b0ea0e0830e994b961804c1fe3c0c9dde24cd13fd56d000d3,False,False
Claude Haiku 4.5,graham_scan,27,12,647306e849dfc81f87571e81e36e59ec713bfa3217950635b0d8d480700709ae,False,False
Claude Haiku 4.5,heapsort,4,1,c8a9c5406f635c8c256664e10af22fc6237f088fdc1a484449e019f4c4fbe4c7,False,False
Claude Haiku 4.5,ilp_assign,4,3,aac118be6af3cf1edc49b310018d8899ad0ac9baa8bc3cbfba10f6e24550ab0d,False,False
Claude Haiku 4.5,heapsort,5,2,e3cd918db72e23a981ee1cfc92ed80b608f9dc4dc14ba411dea366d20820856b,False,False
Claude Haiku 4.5,graham_scan,30,15,5c2c68be7318a268a071a19e955b9f6148f432c970c28a9c61527e00c7cf739f,False,False
Claude Haiku 4.5,ilp_assign,2,1,68cc537316745d322ca7a8f4be8d4cfdd0b1854737702a5c8a729ad62a7d043d,False,True
Claude Haiku 4.5,ilp_assign,2,2,780450aba739305d8f31ec1852f90cf07f99e7a3bba91f78e7346d7a6fb0b54a,True,True
Claude Haiku 4.5,heapsort,10,4,4fa5b2cd9502ddfc7c31c456e79b293ecb3fc46a05e1b2aa3a09b5d7f48c95b1,False,False
Claude Haiku 4.5,graham_scan,28,13,48b6168826750938553359756d644772562448a1de43499d91d9fff748554fde,False,False
Claude Haiku 4.5,heapsort,9,3,1de70310c9c0eeaebfccc32240b85724ef6afe010a0a5fc8662b116f6ae6091e,False,False
Claude Haiku 4.5,ilp_assign,6,5,1045e0835f35ba5323ced2f251b3423caab8f531ed56573d638a5ea3ca593548,False,False
Claude Haiku 4.5,ilp_assign,8,7,142cac520639805c5a8169b314f89fbf7039eb9d6a220ca67a07efa64599bbea,False,False
Claude Haiku 4.5,ilp_assign,4,4,7534aa554922d519960ca75ea7a2aaa0e0978f13f09b19e24052e4706133e605,True,True
Claude Haiku 4.5,ilp_assign,6,6,a181d771693b24610af3c0250c45878f00bbf183d660d93417f99ef7c8471e1a,False,False
Claude Haiku 4.5,graham_scan,6,3,65bcb06e0062df0b3598118fe52bf48578ddac7040c6a151cbaa15a823324a38,False,False
Claude Haiku 4.5,gcp_d,0,15,e1467676910145fcdaf529f50a994de17d267a1ca1c4eabdf184038457cd397b,True,True
Claude Haiku 4.5,ilp_assign,8,8,4c027542519d34872eb5d193a8a94a0edd5527cf1693a37cc70ce02aab32c8eb,False,False
Claude Haiku 4.5,ilp_assign,10,9,e8b0bd0a877331837d83c893692bc835cca3fdbf2a69954f491401f4832fe442,False,False
Claude Haiku 4.5,ilp_assign,12,11,06d95aed55adc4002e793c7de42a54838525681bf55f0bf1685b8dc3f9124f8a,False,False
Claude Haiku 4.5,ilp_assign,12,12,a225367840171b8da6ccb0718955025f61d982a52c9c4d01a2357033f11049b0,False,False
Claude Haiku 4.5,ilp_assign,10,10,2d881552ec6a14f2a5d42e444fe8e98ba7be6877e9221593301783f275f7817b,False,False
Claude Haiku 4.5,ilp_assign,20,20,1d8bd0c107df8244496dc3072f165f7b0e3ebfab8a3bd36076927d1739857ee9,False,False
Claude Haiku 4.5,ilp_assign,14,13,cc0235b451c2981065cf61b7722c8ce9f4cf94832241cc96e059fd90f61f9983,False,False
Claude Haiku 4.5,ilp_partition,2,2,0ff958304e0c88cbe1fbac2e62e962d0b30a43d96b2dc5eef1ec6009391cf903,True,False
Claude Haiku 4.5,ilp_assign,18,18,33b2867d658523a155e57722145ea7b4afcbe33980261f61b6b2bdb82b335a92,False,False
Claude Haiku 4.5,ilp_assign,14,14,c2d13bdbb744d34922de87ebfb806a0bbdf43f21e7166607ca5d9fd51a1d23b7,False,False
Claude Haiku 4.5,ilp_assign,16,15,e9ca130ce6101ff85bdd276d77b1375288609e0cbd6f84bc7875ed22c783539b,False,False
Claude Haiku 4.5,ilp_partition,2,1,929e536b05e1af233db51cddcc75d835df80f74337b049b4d47a793e9fb7f3b2,True,True
Claude Haiku 4.5,ilp_assign,20,19,6f1896e26c434295906a73316f09648e3deb2aaacb95be876e2915bb8736d947,False,False
Claude Haiku 4.5,ilp_assign,16,16,2339579bd8ec83f404923da3a306fdb2eb101533fa98e22eafdca1b27444a845,False,False
Claude Haiku 4.5,ilp_assign,18,17,6cbe44ca5ebe285e9c1b7b933aac670d326699a42331aa21c57b88f34086fe79,False,False
Claude Haiku 4.5,ilp_partition,6,6,6bb70a3b36da8dd590763d8db11ebb3ff85d03c3abbdc0afefc18eed00ab6afb,False,False
Claude Haiku 4.5,ilp_partition,4,3,6b6aeb3c25f797b437c043a283854d73c9b6e6f870cfac25abc4c96eea0af41f,False,False
Claude Haiku 4.5,ilp_partition,6,5,62d69bf2b1a0d7b2730e69180ebdb67b8d8127f52bdfd3cd217766badc075952,False,False
Claude Haiku 4.5,ilp_partition,8,8,4535ebfa3dfbd0f1b5056e8bfdf061eb6373b2f1b4c2f5751710370b00581de6,False,True
Claude Haiku 4.5,ilp_partition,8,7,033b3cc3b4a623d8be1c6927c6d99adf4bec55a6bcdb96fe3e7808698a1edf54,False,True
Claude Haiku 4.5,ilp_partition,14,13,adef9fbbcf131fa95fedcd26555842bfd243938f998b7eef45d5b413336ecd66,False,False
Claude Haiku 4.5,ilp_partition,12,11,d9b568accdb95a89846220712b05299abbf9b95009923fc3986dee9a2fa930f9,False,False
Claude Haiku 4.5,ilp_partition,12,12,3395450e508adf2edf91dcb50cae65f09e3085ae7e02a6ea25ea2ee2b83b980f,True,True
Claude Haiku 4.5,ilp_partition,10,9,267660a06aa219fa128a2f10cef95ef58cf9065ea1364db867b0aee28886973f,True,True
Claude Haiku 4.5,ilp_partition,10,10,f84cd22152bfaf68a17c2abd9f5da9b0aec2e2914d18da57606f83f2e94a85e7,False,False
Claude Haiku 4.5,ilp_partition,4,4,648b44c451d80e759cdb83caeb55d84b9b7244321b4b3c9c866079fe3f5889d2,True,True
Claude Haiku 4.5,ilp_partition,14,14,5638e7487def53261511799e9ef6df3faae5bf00c964b9883b962b184cd6abd8,True,True
Claude Haiku 4.5,ilp_partition,16,15,1439db1b72eae2b7b0e29002ba4e2e40130949768924b66211ea2c05edcbf238,False,True
Claude Haiku 4.5,ilp_partition,18,17,35647c12597a918332cfbdb573d4b95aaacb13e2582ade16039276c759c3fcf5,True,True
Claude Haiku 4.5,ilp_partition,16,16,6faeba21bc678ada67171236f926a5c3c9e73f1810087b59da4f1340138696da,False,False
Claude Haiku 4.5,ilp_partition,18,18,2598683dde7217c307151080b96bd41196717ed8d042809adab11de97c4e9207,True,True
Claude Haiku 4.5,ilp_partition,20,19,9abefc5f1e5461365a235c713532cea1eacd7e09cf149af5ffb28ed08359594d,False,False
Claude Haiku 4.5,ilp_partition,20,20,de23cf6dde42505139cab20ceaa3325d5e6c528262a0f758c0a192153ec44694,False,False
Claude Haiku 4.5,ilp_prod,2,1,508e3d8439574ab36e9db6ed7a9aea06f64b44bdc34d64ed842e0e34c412e215,True,False
Claude Haiku 4.5,ilp_prod,4,4,078a6548ab5e6d541fe6560fc527994a650b78187e6166be6b5d8050f725e4e8,False,False
Claude Haiku 4.5,ilp_prod,6,5,92f93f4b0586bd19ced3cacb81ac3033a3777eebe059b384ee09f7d00fc15084,False,True
Claude Haiku 4.5,ilp_prod,8,7,6f01dff42040b001e22d063cb8f913eeee9ce53f2f08c00cab1b8b83849568fe,False,False
Claude Haiku 4.5,ilp_prod,10,10,8a396a7f0b23cd329085b142989f9f936cbd9a8f4932b738eb64189c7cf2bf09,False,False
Claude Haiku 4.5,ilp_prod,8,8,0cfa93959ed191a9159f035e190e2b00cb8b51b6c9037759fadee8a4c01bcb7a,False,False
Claude Haiku 4.5,ilp_prod,12,11,44f913a0dcc54a1703121ddf1f387810d62c8dacd36fb1a29a33d67c5325e84e,False,False
Claude Haiku 4.5,ilp_prod,2,2,64a6ddccb8eec7bd9211a709036e27ffba8489961b3e56df03de094333a2200f,False,True
Claude Haiku 4.5,ilp_prod,6,6,c2bfc8b06bc46e64b21bcb12278bfc5ff274c7ab8492dd9b327827a25ecb2553,False,False
Claude Haiku 4.5,ilp_prod,12,12,0d6b83cff6056451083a8b250b6023cb8d9d82970705e4976cf84ae9bf2ef778,False,True
Claude Haiku 4.5,ilp_prod,14,13,c5a025943e70cfa7bd2b31372991aea12ee0b7e451e015a391e52e3eb457c56e,False,False
Claude Haiku 4.5,ilp_prod,4,3,1f1000a797fb7063d4e87a5fb9db261f50ca0b04034ece79cf5f6f9b301af106,True,False
Claude Haiku 4.5,ilp_prod,14,14,4cab77bd5357bf6b88d9e8ba626cab1310f075095b9054a8ce93047f298f552a,False,False
Claude Haiku 4.5,ilp_prod,16,15,03fbfa646f18cc0105a04bf051d4a5a5f2059521c3207ca333d888c50aa58c7e,False,False
Claude Haiku 4.5,ilp_prod,16,16,ad86ed363fd1db62e9a02f07fc0988a0ea0ed14979ac2d963355a24ef23b2ccc,False,False
Claude Haiku 4.5,insertion_sort,11,3,b690c0fe8fee893e0630b0efe3eb0ec57cc603a6e855008b6034d1180ddea382,False,False
Claude Haiku 4.5,ilp_prod,10,9,c6781fc0e238c67250db17d2f7ba4bd5b7ecad35c36fa574f614fc72e94bc25b,False,False
Claude Haiku 4.5,ilp_prod,18,17,58730bdc3c277f83c9ca355f7965f62f1cb0e6f104f51365f671b396003c078c,False,False
Claude Haiku 4.5,insertion_sort,16,5,0a056a485f40d40f425bf1c8bc51f5ce852c45eadf81530cc5960d7485ca8bf1,False,False
Claude Haiku 4.5,insertion_sort,17,6,c1171d001a6e03edc89f9b4da6bd0d02f10e5cada0e93f3356d7d65afa5b7393,False,False
Claude Haiku 4.5,ilp_prod,20,20,b2c8341be8ba8674de2bcc5196f6a5aeeb76c33c3f01c0ee03ab8937cd7e0ed4,False,False
Claude Haiku 4.5,insertion_sort,9,2,b849aba0b98e9ab751e0ba2aa99e7ad01d8000d4cdac8ed26c62afeff6011f81,False,False
Claude Haiku 4.5,ilp_prod,18,18,b20c4d82a57954db8f376de3c2fba603bff0e3b2f99d2ea55180cc90e4b26e39,False,True
Claude Haiku 4.5,jarvis_march,4,1,dc6b901b07851857049961b13b5f310f31e7a5a246d6dbc28b3a1c0b3e3931f6,False,False
Claude Haiku 4.5,insertion_sort,13,4,2cacd816a2a70a74100cb6749312ccc060dadf0cd61790f7bf4b98da297122f8,False,False
Claude Haiku 4.5,insertion_sort,6,1,4cbaee98726207c856a3933c7c1cbcccf33bdedad7ddbb9865c02b4e705985b3,False,False
Claude Haiku 4.5,insertion_sort,20,8,d2df22cf4a6d92487d0b0297b0d7982dd3b324f8a1f3dc405fa721b81a30d96e,False,False
Claude Haiku 4.5,ilp_prod,20,19,0d1aa42cd1af3435f972248c44c76bf391c7aee0941b475aba40aeb70cbf06fe,False,False
Claude Haiku 4.5,jarvis_march,5,2,96f00700994fd3fda9b3bac50095ab3ab76461c380c531e895d70838a38f7112,False,False
Claude Haiku 4.5,insertion_sort,18,7,d73f7cd9b6327f90c8d2bda2a7063144d30afbc3dd16a1e396265d9abb6932e8,False,False
Claude Haiku 4.5,jarvis_march,8,3,bdd5e5e4e72f1611162d3d7703524ea1330a7fde09f1147fa38c866e6e764164,False,False
Claude Haiku 4.5,jarvis_march,9,4,1c916e5e65f88069afc7ece8f47d2eda0b885d4ad9dcefb52ccaa7eaf60ec017,False,False
Claude Haiku 4.5,jarvis_march,10,5,d9d02c8fd228b879998d13349c3f1f07bcc424c058ba84c2ab680360acc8f689,False,False
Claude Haiku 4.5,kmp_matcher,23,6,cb125b514844ea20436e72edfd9230b3660d49f7e26d0d2ffff87a117f965526,False,False
Claude Haiku 4.5,kmp_matcher,16,3,b0ba7094bbd208c11742bd1b72e0c81cda70aff50e1fc9f2be671c2d12012113,False,False
Claude Haiku 4.5,kmp_matcher,25,7,86bb5ce74b88afc525333406ded047378b7bf20c35a1273ecdfeec0c3e4deb90,False,False
Claude Haiku 4.5,kmp_matcher,6,1,dfbe5fb21bde0bf0dda47659f43103f22dee148d2af295e86f6a76cbc68e7f6d,False,False
Claude Haiku 4.5,kmp_matcher,13,2,4f1e5a76befc7545acc59ab1c4dc90c7a9af17aa080d0fc1ce26ad00bb534e55,False,False
Claude Haiku 4.5,kmp_matcher,19,4,a2468c2e9503dd820383f6d66637d3aa838e39b8f6b4bb3e26bc3fccbc7cb6b5,False,False
Claude Haiku 4.5,kmp_matcher,22,5,d47cf32a09bd4d0e5b0a01ef2e87bfb7f3c25da5fac77feaf8b0a7aa01e80266,False,False
Claude Haiku 4.5,kmp_matcher,27,8,fc6395a7ce0b4630a18ced51d09dba551666a5bcbb4129b0be5deb517b5f6558,False,False
Claude Haiku 4.5,kmp_matcher,31,10,f434db3e32d5b646a6e0802fb22fc2e31276a315ec2fe737fcd00e4c4f72fde9,False,False
Claude Haiku 4.5,kmp_matcher,43,13,87ff71b24ca292af1ee8bef7b5ecdfb4a258753651c8def23680b9e717dba506,False,False
Claude Haiku 4.5,jarvis_march,13,6,e53027fe05fddd356eb031ea29bd9d9bd72da3359ab6626080bf9d254ba41a1f,False,False
Claude Haiku 4.5,kmp_matcher,30,9,acde5804633d3b3891c18554eacc432c34e96a715c5cd45ec5839e5b23632aa2,False,False
Claude Haiku 4.5,kmp_matcher,46,15,da9a312766bcaa9f7b2f43075b04094ffa9384726773dc5ab6282ea50dd129cf,False,False
Claude Haiku 4.5,knap,2,1,95e1e1ed0e564704a1fd80bdfadc138038f4f46f9e22f936789843f1753182a4,True,True
Claude Haiku 4.5,kmp_matcher,44,14,d2a2988befa092a9408b4e08bb14a9d295275d427c3976726adad4d363e38dc4,False,False
Claude Haiku 4.5,kmp_matcher,54,20,f8343d52b84f055ccafa0cf71fccd9f4d94ff0189478b60a93a7a281e1b23b7e,False,False
Claude Haiku 4.5,kmp_matcher,52,19,9186972ad63528fed885bd18a22b39084ca674f36cfe66c2b821308ee30994fb,False,False
Claude Haiku 4.5,kmp_matcher,47,16,09c66a17e98351a416bf03251bce3cad185d1817c7314ec063ec6456dc82ed7c,False,False
Claude Haiku 4.5,knap,4,4,6bc2f92f107114e7c800504754ee96105db18a1a68f4a4daeffcd7de94d49eed,True,True
Claude Haiku 4.5,kmp_matcher,64,23,9b8628380cfb730fe4ee44877203bb48e4b711a0170d852d735d467cf21b2470,False,False
Claude Haiku 4.5,kmp_matcher,38,12,f2e4776c043d45b6bb4a02ca7b3c6d2fbde337ae931d08bbfd98119f9c358315,False,False
Claude Haiku 4.5,kmp_matcher,49,18,b2117a1d226d9544e8e1c5e55eb19f1a1e02d0e61d020296b1c1fb8dc098bc30,False,False
Claude Haiku 4.5,knap,4,3,c7e92886e90f4ffcc47d6468eabba41c51cbb65e54bf8d3fe76a6856ace413ef,False,True
Claude Haiku 4.5,knap,2,2,64aa53252a2adf3131a37f1379ba0542373a0ba6fe8ca864ee7538cbcf6aacbb,True,True
Claude Haiku 4.5,kmp_matcher,55,21,e794e12b11f0f67cb6faa1054e39ecb7dd128c8e81f8452613712698394e15fd,False,False
Claude Haiku 4.5,knap,6,6,ed436cffa33c8372f9b7bb76988958e6edcd9166f2ee2522da42c56ce9dbd8f2,True,True
Claude Haiku 4.5,kmp_matcher,48,17,f9e99962e5552d9bc3b6f799a5eec1433c111c5848f02f30c04379e2dd453e3b,False,False
Claude Haiku 4.5,kmp_matcher,63,22,750ed7321510e541f11370ead14b7823ea6c52c155b0956f8392a0049c22842a,False,False
Claude Haiku 4.5,kmp_matcher,33,11,84d6c70063ed8601a716d60f9d52d692e6bf560bd45f542c3b6193bb08d12707,False,False
Claude Haiku 4.5,knap,6,5,134096e81d71a21cec5dccc472267ed48cbc3e4854ac78fa1dc696515f272282,True,True
Claude Haiku 4.5,knap,8,7,aa8a0f2e81b3d3e3117db748cba2e36a9aa96d9db179f71e697d538d0f6bcbf6,True,True
Claude Haiku 4.5,knap,10,10,27434588cab466a85227b41f01ad0e5a004073c08fc24755d7d84f4e26d906af,True,True
Claude Haiku 4.5,knap,12,12,e2047d2ab3c150ef391836b9d3afa2ba307a2f3a2523761495fd2b3be8906100,True,True
Claude Haiku 4.5,knap,8,8,373393ecae674ee26a98553060a86f6d61aca7cb45a9847f22a30d880ac16c1b,False,False
Claude Haiku 4.5,knap,16,15,ee605244cb7ba3647c4de56f538fb84f856e1e7f3281e9a69bc0593f81918f77,False,True
Claude Haiku 4.5,knap,14,13,1444484f8f6a4e3410f018321ea70fe1cd5460cc34dc6aea25dd73eb26976669,False,False
Claude Haiku 4.5,knap,12,11,ed83db4f48899147644d31401184eeacedacf592c98eb2cb7528e7c063fabfea,False,True
Claude Haiku 4.5,knap,10,9,51de9ac8435c7304d4b5f34aa7e0df52033e2074e2eda923400e4acbc3e1f7e8,False,False
Claude Haiku 4.5,knap,16,16,56a78a227c986a102417b818c5c677ce7d2fd496ecc382c1ec5e3f0a3eff9123,False,True
Claude Haiku 4.5,knap,18,17,2652eba115acd3c6852516e7f554c1d1fe0a34f4d84e74ce5828464f794ddc69,False,False
Claude Haiku 4.5,knap,14,14,8ee43b47ba8f97d88694e2bb22353e4a19bdb5900cda5ae8f76ff0b9e9b2366b,False,True
Claude Haiku 4.5,knap,20,19,bcb7850952967ad493165a39be8dac09fbc90df80dfa57491a29f84b2569b6db,False,False
Claude Haiku 4.5,ksp,0,2,db2f13518bcd376ca384963f56a176879fa9057d607774dbe146b1aa28dbd595,False,False
Claude Haiku 4.5,knap,18,18,89e8304557c9be26552893a3c5d3d09e195c8bfced6c1e7599c9a0f4e67f6db6,False,False
Claude Haiku 4.5,ksp,0,5,e1b4200af606114813ff849df5955399fd07587c47e0df8cad27b5fc0b5da12f,False,False
Claude Haiku 4.5,knap,20,20,130587316d029f04ad27533f43eeaec49f22823f34982f77472a42346bc53c69,False,False
Claude Haiku 4.5,ksp,0,3,332dee2fe4a02429c4ede353cac27ebe5b66768545fa01a04cbf73c08292426e,False,False
Claude Haiku 4.5,ksp,0,1,1f3d5d4a1e0ecd40de656e18cb5fc7e6334f062921abe371e5ce270f8346ff37,True,False
Claude Haiku 4.5,ksp,0,4,eef107f13c27c74f25143c986ffab08e78e5e289bc1bd2c2b2e2878767fbac4b,False,True
Claude Haiku 4.5,ksp,0,6,9edadd735da290d2111ac0a59becd69a49ebfff2f834513be3f3a65c4b0ba9a3,True,False
Claude Haiku 4.5,ksp,0,7,a3a3da5eff227a5cae75d7c98eae6d5a88dc094436900d550cfbb9397f6c2dc4,False,True
Claude Haiku 4.5,ksp,0,11,0056d0f0b15bb75defb896bdf49d24abe32c1074187180e0d5ebdb118cda6dfd,False,False
Claude Haiku 4.5,ksp,0,14,978d7632baa01689e322435fd33272610894313efd178cfbc3aa8414d03b0bdb,False,False
Claude Haiku 4.5,ksp,0,9,7171dfe8b3b33c36644ac890e5e1d373a0f7be55472ed506a014d0b3451d41a4,False,True
Claude Haiku 4.5,ksp,0,10,6e2e3dd91d7d1341b9dd014f19e8e419585671de60b1db670b3057200a53dbd9,True,False
Claude Haiku 4.5,ksp,0,12,ba2dce52bee0a81b1f7cfba51490b19aceac81a16a48165bb67a29ff2a694046,False,False
Claude Haiku 4.5,ksp,0,8,f67b85028c4f4a22d066f8d740bcb1ea20505ac12f8a45feddd0c95e42c592b7,True,True
Claude Haiku 4.5,lcs,2,2,c21b444221444fd5959932b8c3c3b5b72d56f82bd68b718f040cbe15174beca2,True,True
Claude Haiku 4.5,ksp,0,13,daa5143a371ab82fc560f3c80cd3e393f48ef97cd6adebf80846c04bd6d1ff15,False,True
Claude Haiku 4.5,ksp,0,15,7d2d91c9a0afcdea3e313c2345b3da99a77489f59a0e8522c9f55814f8e5a13b,False,False
Claude Haiku 4.5,lcs,4,3,e1646c09bc0776378f651596196cfae32ecd94e0de0126603d63b22774a3a1ca,True,True
Claude Haiku 4.5,lcs,2,1,90182b8ea5ce9655f14cd511a2a5011da36c1e793fa4f1430b3a01d32debc05a,True,True
Claude Haiku 4.5,lcs,4,4,81ade870a677b0c24645e709d8fe3fd1f65e74f2e643593cc8874b3dc55fdf09,True,True
Claude Haiku 4.5,lcs,6,6,25cbd8cc1aaa9291862e930dc8e98966afe03ef7f953b5c4860aa04c5a15c47c,True,True
Claude Haiku 4.5,lcs,8,7,c723c27a1fe67125d62280fe2a2797e03bbbc52b7464496b74cbccaaf2ebacf8,True,True
Claude Haiku 4.5,lcs,10,9,a586efcb0e94b7052f89ee4f1674a9a3cca4e96eaf007355c3bf3b9159ddf20e,True,True
Claude Haiku 4.5,lcs,12,11,108ff4139046fdd209a22d10a91a08c0eea0586912012f27c402a3dcca548813,True,False
Claude Haiku 4.5,lcs,14,14,a928fe60b2f5c17722ce401dafc7d1da11d2320db2e8489c81c6915f7b1ccc63,False,True
Claude Haiku 4.5,lcs,10,10,1d6d51656a6b554a4c91f45fa06dae4cead02766bb09afceee86966264ee071e,False,True
Claude Haiku 4.5,lcs,8,8,8da4aaca0f0a8f0295c267297ff796a1d83b145afb72c0922c3af198b88a7513,True,True
Claude Haiku 4.5,lcs,6,5,87a97462aa49c13a340d45ddeebd896782e52b4766214bfa8c582c6508afbb11,True,True
Claude Haiku 4.5,lcs,12,12,6f62956d3425b257ce3d23d5f2e45b31cafa5626bb24ecc3366aef82e4d711de,True,True
Claude Haiku 4.5,lcs,20,19,bdf7ff9ead6c620520c4839ccd2f7beb1009ceddebcadea34a345a5a163a723e,True,True
Claude Haiku 4.5,lcs,18,17,73e636205e7e8b42d684acd2d188efbf0aa9e6f6e1d692dd07b9d74c36cd163f,False,False
Claude Haiku 4.5,lcs,16,16,ee11403903556c06b1505e466fc3f53e2d3ecb7e4bbf35d2220d311513807672,True,True
Claude Haiku 4.5,lcs_length,4,1,7a2ad087a4e94561675b84b03c79a1a9f98900786f8e945e860da2d20e955118,False,False
Claude Haiku 4.5,lcs,18,18,68ae2874bf19c2d15501aeda0f082538dd963122a1685bda11be0dd169f322da,False,False
Claude Haiku 4.5,lcs,16,15,f1b811206ce0e3418501e7575d2ebfd46cca9617ac5bf6b309835a2c0795d019,True,False
Claude Haiku 4.5,lcs_length,11,3,9039d0e6408b3489878178666e15224d2a123dd04168e50d098308d070530cff,False,False
Claude Haiku 4.5,lcs,20,20,22b7a4362255ca765d3d6e91d3686585800f9fb39e5d768cfeb0b3f39215fea5,False,False
Claude Haiku 4.5,lcs_length,10,2,8eb7e236ee84ef5dcfbd2f1108fc9cb0a059623cd97f948fa222350a7fe7ec5d,False,False
Claude Haiku 4.5,matrix_chain_order,5,2,ab0db162df45c52b404f8e4f91ce0139782f0d1bddaae057a1a15d182deb4a73,False,False
Claude Haiku 4.5,matrix_chain_order,6,3,aa20a1286a8ebbbc4177aed2f3c12e81eb1a1b5bfac90a4124d654713359b1d6,False,False
